"symbol"	"prevSymbols"	"synonyms"	"name"	"refSeqName"
"852"	"PADI2"	""	"KIAA0994,PDI2"	"peptidyl arginine deiminase 2"	"PADI2"
"853"	"MSH2"	"COCA1"	"HNPCC,HNPCC1"	"mutS homolog 2"	"MSH2"
"854"	"FEV"	""	"PET-1"	"FEV, ETS transcription factor"	"FEV"
"855"	"BAD"	""	"BCL2L8,BBC2"	"BCL2 associated agonist of cell death"	"BAD"
"856"	"FOSL1"	""	"FRA-1"	"FOS like 1, AP-1 transcription factor subunit"	"FOSL1"
"857"	"RFX2"	""	"FLJ14226"	"regulatory factor X2"	"RFX2"
"858"	"PAX6"	"AN2"	"D11S812E,AN,WAGR"	"paired box 6"	"PAX6"
"859"	"NIN"	""	""	"ninein"	"NIN"
"860"	"CDKN1C"	"BWCR,BWS"	"P57,KIP2"	"cyclin dependent kinase inhibitor 1C"	"CDKN1C"
"861"	"ZNF239"	""	"MOK2,HOK-2"	"zinc finger protein 239"	"ZNF239"
"862"	"OBSCN"	""	"KIAA1556,UNC89,KIAA1639,ARHGEF30"	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	"OBSCN"
"863"	"RASSF1"	""	"NORE2A,REH3P21,RDA32,123F2"	"Ras association domain family member 1"	"RASSF1"
"864"	"HIST1H3B"	"H3FL"	"H3/L"	"histone cluster 1 H3 family member b"	"HIST1H3B"
"865"	"FCGR2B"	"FCG2,FCGR2"	"CD32,CD32B"	"Fc fragment of IgG receptor IIb"	"FCGR2B"
"866"	"ESR1"	"ESR"	"NR3A1,ERA,ER-ALPHA"	"estrogen receptor 1"	"ESR1"
"867"	"RASSF2"	""	"KIAA0168,CENP-34"	"Ras association domain family member 2"	"RASSF2"
"868"	"HCK"	""	"JTK9"	"HCK proto-oncogene, Src family tyrosine kinase"	"HCK"
"869"	"PPP1R1B"	""	"DARPP-32,FLJ20940"	"protein phosphatase 1 regulatory inhibitor subunit 1B"	"PPP1R1B"
"870"	"CNR2"	""	"CB2"	"cannabinoid receptor 2"	"CNR2"
"871"	"RAD23B"	""	"HHR23B,P58,HR23B"	"RAD23 homolog B, nucleotide excision repair protein"	"RAD23B"
"872"	"GAB2"	""	"KIAA0571"	"GRB2 associated binding protein 2"	"GAB2"
"873"	"FGF14"	""	"FHF4,SCA27"	"fibroblast growth factor 14"	"FGF14"
"874"	"IQCE"	""	"KIAA1023"	"IQ motif containing E"	"IQCE"
"875"	"CHIC2"	""	"BTL"	"cysteine rich hydrophobic domain 2"	"CHIC2"
"876"	"PRDM16"	""	"MEL1,PFM13,KIAA1675,MGC166915,KMT8F"	"PR/SET domain 16"	"PRDM16"
"877"	"SERPINB3"	"SCC,SCCA1"	"T4-A,HST1196"	"serpin family B member 3"	"SERPINB3"
"878"	"PKNOX1"	""	"PREP1"	"PBX/knotted 1 homeobox 1"	"PKNOX1"
"879"	"AMOT"	""	"KIAA1071"	"angiomotin"	"AMOT"
"880"	"SPPL3"	""	"IMP2,PSL4,MGC90402,MGC126674,MGC126676,DKFZP586C1324"	"signal peptide peptidase like 3"	"SPPL3"
"881"	"BCRP3"	"BCR3,BCRL6,BCRL3"	""	"breakpoint cluster region pseudogene 3"	"BCRP3"
"882"	"VAV1"	"VAV"	""	"vav guanine nucleotide exchange factor 1"	"VAV1"
"883"	"NOTCH3"	"CADASIL"	"CASIL"	"notch 3"	"NOTCH3"
"884"	"TNFAIP1"	"EDP1"	"B61,B12,MGC2317,BTBD34"	"TNF alpha induced protein 1"	"TNFAIP1"
"885"	"ADAM12"	""	"MCMPMLTNA,MLTN"	"ADAM metallopeptidase domain 12"	"ADAM12"
"886"	"IL22"	""	"ILTIF,IL-21,ZCYTO18,IL-TIF,IL-D110,TIFA,TIFIL-23,IL-22,MGC79382,MGC79384"	"interleukin 22"	"IL22"
"887"	"TAP2"	"ABCB3"	"PSF2,RING11,D6S217E"	"transporter 2, ATP binding cassette subfamily B member"	"TAP2"
"888"	"MATK"	""	"HYLTK,CTK,HYL,LSK,CHK,HHYLTK,DKFZP434N1212,MGC1708,MGC2101"	"megakaryocyte-associated tyrosine kinase"	"MATK"
"889"	"ID2"	""	"GIG8,BHLHB26"	"inhibitor of DNA binding 2"	"ID2"
"890"	"UBL7"	""	"BMSC-UBP,MGC14421"	"ubiquitin like 7"	"UBL7"
"891"	"ACVR2A"	"ACVR2"	"ACTRII"	"activin A receptor type 2A"	"ACVR2A"
"892"	"SRPK2"	""	"SFRSK2"	"SRSF protein kinase 2"	"SRPK2"
"893"	"HDHD5"	"CECR5"	""	"haloacid dehalogenase like hydrolase domain containing 5"	"CECR5"
"894"	"FOXL1"	"FKHL11"	"FREAC7,FKH6"	"forkhead box L1"	"FOXL1"
"895"	"RNF7"	""	"SAG,ROC2,CKBBP1"	"ring finger protein 7"	"RNF7"
"896"	"WNT5A"	""	"HWNT5A"	"Wnt family member 5A"	"WNT5A"
"897"	"SHBG"	""	"ABP,TEBG,MGC126834,MGC138391"	"sex hormone binding globulin"	"SHBG"
"898"	"MTOR"	"FRAP,FRAP2,FRAP1"	"RAFT1,RAPT1,FLJ44809"	"mechanistic target of rapamycin kinase"	"MTOR"
"899"	"PPTC7"	""	"TA-PP2C"	"PTC7 protein phosphatase homolog"	"PPTC7"
"900"	"CDC20"	""	"P55CDC,CDC20A"	"cell division cycle 20"	"CDC20"
"901"	"SERINC3"	"TDE1"	"DIFF33,TDE,SBBI99,TMS-1,AIGP1"	"serine incorporator 3"	"SERINC3"
"902"	"TRAF4"	""	"CART1,MLN62,RNF83"	"TNF receptor associated factor 4"	"TRAF4"
"903"	"GADD45GIP1"	""	"PLINP-1,MGC4667,MGC4758,CKBBP2,PRG6,PLINP1,CRIF1,CKBETABP2"	"GADD45G interacting protein 1"	"GADD45GIP1"
"904"	"INHA"	""	""	"inhibin subunit alpha"	"INHA"
"905"	"TAL1"	"TCL5"	"SCL,BHLHA17"	"TAL bHLH transcription factor 1, erythroid differentiation factor"	"TAL1"
"906"	"AFF1"	"PBM1,MLLT2"	"AF-4,AF4"	"AF4/FMR2 family member 1"	"AFF1"
"907"	"SLC34A2"	""	"NAPI-3B"	"solute carrier family 34 member 2"	"SLC34A2"
"908"	"SEMA4B"	"SEMAC"	"SEMC,KIAA1745,MGC131831"	"semaphorin 4B"	"SEMA4B"
"909"	"NAPA"	""	""	"NSF attachment protein alpha"	"NAPA"
"910"	"C2CD5"	"KIAA0528"	"CDP138"	"C2 calcium dependent domain containing 5"	"C2CD5"
"911"	"EHMT1"	"EHMT1-IT1"	"EU-HMTASE1,FLJ12879,KIAA1876,BA188C12.1,KMT1D,FLJ40292"	"euchromatic histone lysine methyltransferase 1"	"EHMT1"
"912"	"MIR29A"	"MIRN29,MIRN29A"	"HSA-MIR-29,HSA-MIR-29A"	"microRNA 29a"	"MIR29A"
"913"	"INKA2"	"C1ORF183,FAM212B"	"FLJ31105"	"inka box actin regulator 2"	"FAM212B"
"914"	"FGF13"	""	"FHF2,FGF2"	"fibroblast growth factor 13"	"FGF13"
"915"	"PLAG1"	""	"ZNF912"	"PLAG1 zinc finger"	"PLAG1"
"916"	"MAFG"	""	"MGC13090,MGC20149"	"MAF bZIP transcription factor G"	"MAFG"
"917"	"PKM"	"PKM2"	"THBP1,OIP3,PK3"	"pyruvate kinase M1/2"	"PKM"
"918"	"STAT5A"	"STAT5"	"MGF"	"signal transducer and activator of transcription 5A"	"STAT5A"
"919"	"PTCRA"	""	"PTA,PT-ALPHA"	"pre T cell antigen receptor alpha"	"PTCRA"
"920"	"MCM2"	"CCNL1,CDCL1"	"D3S3194,KIAA0030,BM28,CDC19,DFNA70"	"minichromosome maintenance complex component 2"	"MCM2"
"921"	"FOXG1"	"FKHL2,FOXG1B,FKHL4,FKH2,FKHL1,FOXG1C,FKHL3,FOXG1A"	"HFK2,QIN,BF1,HFK1,HFK3,HBF-3"	"forkhead box G1"	"FOXG1"
"922"	"RUVBL2"	""	"RVB2,TIP48,TIP49B,REPTIN52,ECP51,TIH2,INO80J"	"RuvB like AAA ATPase 2"	"RUVBL2"
"923"	"S100B"	""	"S100BETA"	"S100 calcium binding protein B"	"S100B"
"924"	"MCF2"	""	"DBL,ARHGEF21"	"MCF.2 cell line derived transforming sequence"	"MCF2"
"925"	"MOS"	""	""	"MOS proto-oncogene, serine/threonine kinase"	"MOS"
"926"	"GTF2A1"	""	"TFIIA"	"general transcription factor IIA subunit 1"	"GTF2A1"
"927"	"CYR61"	"IGFBP10"	"GIG1,CCN1"	"cysteine rich angiogenic inducer 61"	"CYR61"
"928"	"XIRP1"	"CMYA1"	"DKFZP451D042,XIN"	"xin actin binding repeat containing 1"	"XIRP1"
"929"	"NUMA1"	""	""	"nuclear mitotic apparatus protein 1"	"NUMA1"
"930"	"IL24"	"ST16"	"MDA-7,IL10B,MOB-5,C49A,FISP,IL-24"	"interleukin 24"	"IL24"
"931"	"RBM5"	""	"LUCA15,H37"	"RNA binding motif protein 5"	"RBM5"
"932"	"LGR6"	""	"FLJ14471"	"leucine rich repeat containing G protein-coupled receptor 6"	"LGR6"
"933"	"NIPBL"	""	"IDN3,DKFZP434L1319,FLJ11203,FLJ12597,FLJ13354,FLJ13648,SCC2"	"NIPBL, cohesin loading factor"	"NIPBL"
"934"	"FES"	""	"FPS"	"FES proto-oncogene, tyrosine kinase"	"FES"
"935"	"HMGB1"	"HMG1"	"HMG3,SBP-1,DKFZP686A04236"	"high mobility group box 1"	"HMGB1"
"936"	"ENAH"	""	"FLJ10773,NDPP1,MENA"	"ENAH, actin regulator"	"ENAH"
"937"	"LRP5"	"LRP7,OPPG,EVR1"	"LR3,BMND1,HBM,OPS,OPTA1,VBCH2,EVR4"	"LDL receptor related protein 5"	"LRP5"
"938"	"RSPO2"	""	"MGC35555"	"R-spondin 2"	"RSPO2"
"939"	"RARB"	""	"HAP,NR1B2,RRB2"	"retinoic acid receptor beta"	"RARB"
"940"	"GDF10"	""	"BMP-3B"	"growth differentiation factor 10"	"GDF10"
"941"	"SH3GL1"	""	"SH3P8,SH3D2B,CNSA1,EEN,MGC111371"	"SH3 domain containing GRB2 like 1, endophilin A2"	"SH3GL1"
"942"	"FOXP3"	"IPEX"	"JM2,XPID,AIID,PIDX,DIETER,SCURFIN"	"forkhead box P3"	"FOXP3"
"943"	"CLU"	"CLI,APOJ"	"SGP-2,SP-40,TRPM-2,KUB1,CLU1,CLU2"	"clusterin"	"CLU"
"944"	"TTLL3"	""	"DKFZP434B103,HOTTL"	"tubulin tyrosine ligase like 3"	"TTLL3"
"945"	"FXYD5"	""	"OIT2"	"FXYD domain containing ion transport regulator 5"	"FXYD5"
"946"	"ARHGEF4"	""	"STM6,KIAA1112,ASEF"	"Rho guanine nucleotide exchange factor 4"	"ARHGEF4"
"947"	"MTMR3"	""	"KIAA0371,ZFYVE10,FYVE-DSP1"	"myotubularin related protein 3"	"MTMR3"
"948"	"CDC42"	""	"G25K,CDC42HS"	"cell division cycle 42"	"CDC42"
"949"	"TNFRSF11A"	"PDB2,LOH18CR1"	"RANK,CD265,FEO"	"TNF receptor superfamily member 11a"	"TNFRSF11A"
"950"	"BCAS4"	""	"FLJ20495,CNOL"	"breast carcinoma amplified sequence 4"	"BCAS4"
"951"	"CYLD"	"CYLD1"	"KIAA0849,USPL2"	"CYLD lysine 63 deubiquitinase"	"CYLD"
"952"	"RNF43"	""	"FLJ20315,DKFZP781H0392,URCC"	"ring finger protein 43"	"RNF43"
"953"	"TRAF7"	"RFWD1"	"RNF119,DKFZP586I021,MGC7807"	"TNF receptor associated factor 7"	"TRAF7"
"954"	"JAK3"	""	"L-JAK,JAKL,LJAK,JAK3_HUMAN,JAK-3"	"Janus kinase 3"	"JAK3"
"955"	"TRA"	"TCRA,TRA@"	""	"T cell receptor alpha locus"	NA
"956"	"CHN1"	"CHN,DURS2"	"RHOGAP2,ARHGAP2,N-CHIMERIN"	"chimerin 1"	"CHN1"
"957"	"RELA"	"NFKB3"	"P65"	"RELA proto-oncogene, NF-kB subunit"	"RELA"
"958"	"GSPT1"	""	"GST1,ETF3A,ERF3A"	"G1 to S phase transition 1"	"GSPT1"
"959"	"RAP2B"	""	""	"RAP2B, member of RAS oncogene family"	"RAP2B"
"960"	"AFF3"	"LAF4"	"MLLT2-LIKE"	"AF4/FMR2 family member 3"	"AFF3"
"961"	"PAF1"	""	"PD2,F23149_1,FLJ11123"	"PAF1 homolog, Paf1/RNA polymerase II complex component"	"PAF1"
"962"	"VEPH1"	""	"FLJ12604,KIAA1692"	"ventricular zone expressed PH domain containing 1"	"VEPH1"
"963"	"TRD"	"TCRD,TRD@"	"TCRDV1"	"T cell receptor delta locus"	NA
"964"	"THRA"	"THRA1,THRA2,ERBA1"	"EAR-7.1/EAR-7.2,THRA3,AR7,ERBA,NR1A1"	"thyroid hormone receptor alpha"	"THRA"
"965"	"ZDHHC18"	""	"DKFZP667O2416"	"zinc finger DHHC-type containing 18"	"ZDHHC18"
"966"	"PLA2G4A"	"PLA2G4"	"CPLA2-ALPHA"	"phospholipase A2 group IVA"	"PLA2G4A"
"967"	"NR2F6"	"ERBAL2"	"EAR-2,EAR2"	"nuclear receptor subfamily 2 group F member 6"	"NR2F6"
"968"	"FGF7"	""	"KGF"	"fibroblast growth factor 7"	"FGF7"
"969"	"EGF"	""	""	"epidermal growth factor"	"EGF"
"970"	"CHD3"	""	"MI-2A,ZFH,MI2-ALPHA"	"chromodomain helicase DNA binding protein 3"	"CHD3"
"971"	"WWOX"	""	"FOR,WOX1,SDR41C1"	"WW domain containing oxidoreductase"	"WWOX"
"972"	"ENPP7"	""	"ALK-SMASE,NPP7"	"ectonucleotide pyrophosphatase/phosphodiesterase 7"	"ENPP7"
"973"	"GALNS"	""	"GAS,GALNAC6S"	"galactosamine (N-acetyl)-6-sulfatase"	"GALNS"
"974"	"TP53BP2"	""	"PPP1R13A,ASPP2,53BP2"	"tumor protein p53 binding protein 2"	"TP53BP2"
"975"	"BRWD3"	""	"FLJ38568,MRX93"	"bromodomain and WD repeat domain containing 3"	"BRWD3"
"976"	"GLI1"	"GLI"	""	"GLI family zinc finger 1"	"GLI1"
"977"	"DDX1"	""	"DBP-RB"	"DEAD-box helicase 1"	"DDX1"
"978"	"PDE4D"	"DPDE3"	""	"phosphodiesterase 4D"	"PDE4D"
"979"	"IL2"	""	"IL-2,TCGF"	"interleukin 2"	"IL2"
"980"	"DPH1"	"DPH2L,DPH2L1"	"OVCA1"	"diphthamide biosynthesis 1"	"DPH1"
"981"	"RASL11B"	""	""	"RAS like family 11 member B"	"RASL11B"
"982"	"LIMK1"	""	"LIMK"	"LIM domain kinase 1"	"LIMK1"
"983"	"FGR"	"SRC2"	"C-FGR,P55C-FGR"	"FGR proto-oncogene, Src family tyrosine kinase"	"FGR"
"984"	"CALCA"	"CALC1"	""	"calcitonin related polypeptide alpha"	"CALCA"
"985"	"RGS1"	"IER1"	"1R20,IR20,BL34"	"regulator of G protein signaling 1"	"RGS1"
"986"	"SAG"	""	"ARRESTIN,RP47"	"S-antigen visual arrestin"	"SAG"
"987"	"CHCHD7"	""	"MGC2217,COX23"	"coiled-coil-helix-coiled-coil-helix domain containing 7"	"CHCHD7"
"988"	"IGF2R"	""	"CD222,MPRI,MPR1,CIMPR,M6P-R,CI-M6PR,CI-MPR,MPR300"	"insulin like growth factor 2 receptor"	"IGF2R"
"989"	"AXL"	""	"UFO,JTK11,TYRO7,ARK"	"AXL receptor tyrosine kinase"	"AXL"
"990"	"PML"	""	"MYL,TRIM19,RNF71"	"promyelocytic leukemia"	"PML"
"991"	"PIK3R2"	""	"P85B,P85"	"phosphoinositide-3-kinase regulatory subunit 2"	"PIK3R2"
"992"	"NCOA6"	""	"KIAA0181,RAP250,ASC2,AIB3,PRIP,TRBP,NRC"	"nuclear receptor coactivator 6"	"NCOA6"
"993"	"MMP9"	"CLG4B"	""	"matrix metallopeptidase 9"	"MMP9"
"994"	"PIK3R5"	""	"P101-PI3K,P101"	"phosphoinositide-3-kinase regulatory subunit 5"	"PIK3R5"
"995"	"CKS1B"	""	"CKSHS1,CKS1"	"CDC28 protein kinase regulatory subunit 1B"	"CKS1B"
"996"	"EBAG9"	""	"EB9,RCAS1"	"estrogen receptor binding site associated, antigen, 9"	"EBAG9"
"997"	"FOXA1"	"HNF3A"	""	"forkhead box A1"	"FOXA1"
"998"	"ARAF"	"ARAF1"	""	"A-Raf proto-oncogene, serine/threonine kinase"	"ARAF"
"999"	"USP38"	""	"KIAA1891,HP43.8KD"	"ubiquitin specific peptidase 38"	"USP38"
"1000"	"SLC22A23"	"C6ORF85"	"FLJ22174"	"solute carrier family 22 member 23"	"SLC22A23"
"1001"	"TYMP"	"MNGIE,ECGF1"	""	"thymidine phosphorylase"	"TYMP"
"1002"	"HNRNPK"	"HNRPK"	"CSBP,TUNP"	"heterogeneous nuclear ribonucleoprotein K"	"HNRNPK"
"1003"	"PRLR"	""	""	"prolactin receptor"	"PRLR"
"1004"	"MLLT10"	""	"AF10"	"MLLT10, histone lysine methyltransferase DOT1L cofactor"	"MLLT10"
"1005"	"CBLB"	""	"RNF56,CBL-B"	"Cbl proto-oncogene B"	"CBLB"
"1006"	"NFATC2"	""	"NF-ATP,NFATP,NFAT1"	"nuclear factor of activated T cells 2"	"NFATC2"
"1007"	"NAB2"	""	"MADER"	"NGFI-A binding protein 2"	"NAB2"
"1008"	"DLGAP1"	""	"GKAP,SAPAP1,DAP-1"	"DLG associated protein 1"	"DLGAP1"
"1009"	"NFIX"	""	"NF1A"	"nuclear factor I X"	"NFIX"
"1010"	"SETBP1"	""	"SEB,KIAA0437"	"SET binding protein 1"	"SETBP1"
"1011"	"NQO1"	"NMOR1,DIA4"	"DHQU,QR1,DTD"	"NAD(P)H quinone dehydrogenase 1"	"NQO1"
"1012"	"SDCCAG8"	""	"NY-CO-8,CCCAP,SLSN7,NPHP10,BBS16"	"serologically defined colon cancer antigen 8"	"SDCCAG8"
"1013"	"CD6"	""	"TP120"	"CD6 molecule"	"CD6"
"1014"	"MMP14"	""	"MT1-MMP"	"matrix metallopeptidase 14"	"MMP14"
"1015"	"STRN"	""	"PPP2R6A,STRN1"	"striatin"	"STRN"
"1016"	"KCNH1"	""	"KV10.1,EAG,H-EAG,EAG1"	"potassium voltage-gated channel subfamily H member 1"	"KCNH1"
"1017"	"MTCP1"	""	"P13MTCP1,P8MTCP1"	"mature T cell proliferation 1"	"MTCP1"
"1018"	"CAMTA1"	""	"KIAA0833"	"calmodulin binding transcription activator 1"	"CAMTA1"
"1019"	"USP4"	"UNP"	"UNPH"	"ubiquitin specific peptidase 4"	"USP4"
"1020"	"CNTN6"	""	"NB-3"	"contactin 6"	"CNTN6"
"1021"	"MYCLP1"	"MYCL2,MYCL1P1"	""	"MYCL pseudogene 1"	NA
"1022"	"RARRES1"	""	"TIG1,LXNL"	"retinoic acid receptor responder 1"	"RARRES1"
"1023"	"TCF12"	""	"HEB,HTF4,HST17266,BHLHB20,P64"	"transcription factor 12"	"TCF12"
"1024"	"KRT73"	""	"KRT6IRS3,K6IRS3"	"keratin 73"	"KRT73"
"1025"	"CCNT1"	"HIVE1"	"CCNT,CYCT1"	"cyclin T1"	"CCNT1"
"1026"	"ARHGEF12"	""	"KIAA0382,LARG"	"Rho guanine nucleotide exchange factor 12"	"ARHGEF12"
"1027"	"SWAP70"	""	"KIAA0640,SWAP-70"	"switching B cell complex subunit SWAP70"	"SWAP70"
"1028"	"CKS2"	""	""	"CDC28 protein kinase regulatory subunit 2"	"CKS2"
"1029"	"PRKCD"	""	""	"protein kinase C delta"	"PRKCD"
"1030"	"HLF"	""	"MGC33822"	"HLF, PAR bZIP transcription factor"	"HLF"
"1031"	"TAB3"	"MAP3K7IP3"	""	"TGF-beta activated kinase 1 (MAP3K7) binding protein 3"	"TAB3"
"1032"	"NLE1"	"NLE"	"FLJ10458"	"notchless homolog 1"	"NLE1"
"1033"	"HES1"	"HRY"	"FLJ20408,HES-1,HES1,BHLHB39"	"hes family bHLH transcription factor 1"	"HES1"
"1034"	"ABCB1"	"PGY1,MDR1,CLCS"	"P-GP,CD243,GP170,ABC20"	"ATP binding cassette subfamily B member 1"	"ABCB1"
"1035"	"HNRNPA2B1"	"HNRPA2B1"	""	"heterogeneous nuclear ribonucleoprotein A2/B1"	"HNRNPA2B1"
"1036"	"MPPE1"	""	"PGAP5"	"metallophosphoesterase 1"	"MPPE1"
"1037"	"TFF3"	""	"HITF,ITF"	"trefoil factor 3"	"TFF3"
"1038"	"MAP2K1"	"PRKMK1"	"MEK1,MAPKK1"	"mitogen-activated protein kinase kinase 1"	"MAP2K1"
"1039"	"CCND2"	""	""	"cyclin D2"	"CCND2"
"1040"	"STAT5B"	""	""	"signal transducer and activator of transcription 5B"	"STAT5B"
"1041"	"TRIM24"	"TIF1"	"HTIF1,TIF1A,RNF82"	"tripartite motif containing 24"	"TRIM24"
"1042"	"GML"	""	"LY6DL"	"glycosylphosphatidylinositol anchored molecule like"	"GML"
"1043"	"NEURL3"	""	"LINCR,LOC93082,RNF132"	"neuralized E3 ubiquitin protein ligase 3"	"NEURL3"
"1044"	"CDK2"	""	""	"cyclin dependent kinase 2"	"CDK2"
"1045"	"FBXL7"	""	"KIAA0840,FBL7,FBL6"	"F-box and leucine rich repeat protein 7"	"FBXL7"
"1046"	"NBN"	"NBS,NBS1"	"ATV,AT-V2,AT-V1"	"nibrin"	"NBN"
"1047"	"KDM5C"	"SMCX,JARID1C,MRX13"	"DXS1272E,XE169"	"lysine demethylase 5C"	"KDM5C"
"1048"	"IGFBP7"	""	"MAC25,IGFBP-7,PSF,FSTL2"	"insulin like growth factor binding protein 7"	"IGFBP7"
"1049"	"TFEB"	""	"TCFEB,BHLHE35"	"transcription factor EB"	"TFEB"
"1050"	"IKZF2"	"ZNFN1A2"	"HELIOS"	"IKAROS family zinc finger 2"	"IKZF2"
"1051"	"ATM"	"ATA,ATDC,ATC,ATD"	"TEL1,TELO1"	"ATM serine/threonine kinase"	"ATM"
"1052"	"ARHGAP9"	""	"MGC1295,10C"	"Rho GTPase activating protein 9"	"ARHGAP9"
"1053"	"FBXW4"	"SHFM3"	"FBW4,DACTYLIN"	"F-box and WD repeat domain containing 4"	"FBXW4"
"1054"	"P2RX7"	""	"P2X7,MGC20089"	"purinergic receptor P2X 7"	"P2RX7"
"1055"	"VAV3"	""	""	"vav guanine nucleotide exchange factor 3"	"VAV3"
"1056"	"ACSL6"	"FACL6"	"KIAA0837,ACS2,LACS5,LACS2"	"acyl-CoA synthetase long chain family member 6"	"ACSL6"
"1057"	"ELMO1"	""	"KIAA0281,CED12,ELMO-1,CED-12"	"engulfment and cell motility 1"	"ELMO1"
"1058"	"HNF1A"	"MODY3,TCF1"	"HNF1,LFB1"	"HNF1 homeobox A"	"HNF1A"
"1059"	"USP15"	""	"KIAA0529,UNPH4"	"ubiquitin specific peptidase 15"	"USP15"
"1060"	"RASAL2"	""	"NGAP"	"RAS protein activator like 2"	"RASAL2"
"1061"	"HIPK2"	""	""	"homeodomain interacting protein kinase 2"	"HIPK2"
"1062"	"ROR2"	"NTRKR2,BDB,BDB1"	""	"receptor tyrosine kinase like orphan receptor 2"	"ROR2"
"1063"	"GSTT1"	""	""	"glutathione S-transferase theta 1"	"GSTT1"
"1064"	"HEY1"	""	"HESR-1,CHF2,HESR1,HRT-1,CHF-2,HERP2,BHLHB31"	"hes related family bHLH transcription factor with YRPW motif 1"	"HEY1"
"1065"	"CDK20"	"CCRK"	"P42"	"cyclin dependent kinase 20"	"CDK20"
"1066"	"PTH"	""	"PTH1"	"parathyroid hormone"	"PTH"
"1067"	"ACSL5"	"FACL5"	"ACS5,ACS2"	"acyl-CoA synthetase long chain family member 5"	"ACSL5"
"1068"	"IL2RG"	"SCIDX1,IMD4,CIDX"	"CD132"	"interleukin 2 receptor subunit gamma"	"IL2RG"
"1069"	"GSE1"	"KIAA0182"	""	"Gse1 coiled-coil protein"	"GSE1"
"1070"	"KDR"	""	"FLK1,VEGFR,VEGFR2,CD309"	"kinase insert domain receptor"	"KDR"
"1071"	"ESR2"	""	"NR3A2,ERB,ER-BETA"	"estrogen receptor 2"	"ESR2"
"1072"	"TET1"	"CXXC6"	"LCX,KIAA1676,BA119F7.1"	"tet methylcytosine dioxygenase 1"	"TET1"
"1073"	"BUB1B"	""	"BUBR1,MAD3L,BUB1A,SSK1"	"BUB1 mitotic checkpoint serine/threonine kinase B"	"BUB1B"
"1074"	"ANXA1"	"ANX1,LPC1"	""	"annexin A1"	"ANXA1"
"1075"	"KLF4"	""	"EZF,GKLF"	"Kruppel like factor 4"	"KLF4"
"1076"	"PLEKHA2"	""	"TAPP2"	"pleckstrin homology domain containing A2"	"PLEKHA2"
"1077"	"MNAT1"	""	"MAT1,RNF66"	"MNAT1, CDK activating kinase assembly factor"	"MNAT1"
"1078"	"CHGA"	""	""	"chromogranin A"	"CHGA"
"1079"	"CD46"	"MIC10,MCP"	"TRA2.10,MGC26544,TLX"	"CD46 molecule"	"CD46"
"1080"	"RHOA"	"ARH12,ARHA"	"RHOA,RHO12,RHOH12"	"ras homolog family member A"	"RHOA"
"1081"	"IGFALS"	""	"ALS"	"insulin like growth factor binding protein acid labile subunit"	"IGFALS"
"1082"	"GNA11"	"HHC2"	"FBH,FBH2,FHH2"	"G protein subunit alpha 11"	"GNA11"
"1083"	"PRF1"	""	"PFP,P1,HPLH2"	"perforin 1"	"PRF1"
"1084"	"VAC14"	"TAX1BP2"	"FLJ10305,ARPIKFYVE"	"Vac14, PIKFYVE complex component"	"VAC14"
"1085"	"DTX3"	""	"FLJ34766,RNF154"	"deltex E3 ubiquitin ligase 3"	"DTX3"
"1086"	"WRN"	""	"RECQL2,RECQ3"	"Werner syndrome RecQ like helicase"	"WRN"
"1087"	"BABAM2"	"BRE"	"BRCC45,BRCC4"	"BRISC and BRCA1 A complex member 2"	"BRE"
"1088"	"LCK"	""	""	"LCK proto-oncogene, Src family tyrosine kinase"	"LCK"
"1089"	"RFX5"	""	""	"regulatory factor X5"	"RFX5"
"1090"	"RNF139"	""	"TRC8,RCA1,HRCA1"	"ring finger protein 139"	"RNF139"
"1091"	"FNBP1"	""	"FBP17,KIAA0554"	"formin binding protein 1"	"FNBP1"
"1092"	"SDHC"	"PGL3"	"CYB560,CYBL"	"succinate dehydrogenase complex subunit C"	"SDHC"
"1093"	"MACROD1"	""	"LRP16"	"MACRO domain containing 1"	"MACROD1"
"1094"	"TNFRSF17"	"BCMA"	"BCM,CD269,TNFRSF13A"	"TNF receptor superfamily member 17"	"TNFRSF17"
"1095"	"EWSR1"	""	"EWS"	"EWS RNA binding protein 1"	"EWSR1"
"1096"	"TIE1"	"TIE"	"JTK14"	"tyrosine kinase with immunoglobulin like and EGF like domains 1"	"TIE1"
"1097"	"STAT3"	""	"APRF"	"signal transducer and activator of transcription 3"	"STAT3"
"1098"	"NPY1R"	"NPYR"	""	"neuropeptide Y receptor Y1"	"NPY1R"
"1099"	"BATF"	""	"B-ATF,SFA-2,BATF1"	"basic leucine zipper ATF-like transcription factor"	"BATF"
"1100"	"ZNF35"	""	"HF.10,HF10,ZFP105"	"zinc finger protein 35"	"ZNF35"
"1101"	"PIK3R1"	""	"GRB1,P85-ALPHA,P85"	"phosphoinositide-3-kinase regulatory subunit 1"	"PIK3R1"
"1102"	"RAPH1"	"ALS2CR9,ALS2CR18"	"KIAA1681"	"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1"	"RAPH1"
"1103"	"LEF1"	""	"TCF1ALPHA,TCF10,TCF7L3"	"lymphoid enhancer binding factor 1"	"LEF1"
"1104"	"RNF217-AS1"	""	"STL"	"RNF217 antisense RNA 1 (head to head)"	"RNF217-AS1"
